height,era,current_compact_size,estimated_with_transparent,delta_bytes,delta_percent,tx_count,transparent_inputs,transparent_outputs
419962,sapling,83,229,146,175.9036144578313,1,1,2
420300,sapling,83,1401,1318,1587.9518072289156,2,1,37
422151,sapling,83,920,837,1008.433734939759,7,8,14
423983,sapling,83,5450,5367,6466.265060240964,12,116,18
425817,sapling,83,20419,20336,24501.20481927711,27,270,280
427249,sapling,83,10380,10297,12406.024096385541,6,77,214
427552,sapling,83,1200,1117,1345.7831325301206,10,10,20
428734,sapling,83,336,253,304.81927710843377,2,2,4
430984,sapling,83,337,254,306.0240963855422,2,2,4
432911,sapling,83,338,255,307.2289156626506,2,2,4
433109,sapling,246,23584,23338,9486.9918699187,16,517,66
434842,sapling,83,9702,9619,11589.156626506023,11,64,211
437840,sapling,83,1077,994,1197.5903614457832,6,12,14
439782,sapling,83,454,371,446.98795180722885,3,4,5
440999,sapling,83,337,254,306.0240963855422,2,2,4
441931,sapling,83,229,146,175.9036144578313,1,1,2
443732,sapling,83,374,291,350.6024096385542,2,2,5
445181,sapling,83,3329,3246,3910.843373493976,6,71,10
445600,sapling,246,7227,6981,2837.8048780487807,6,165,6
446646,sapling,83,229,146,175.9036144578313,1,1,2
449971,sapling,83,654,571,687.9518072289156,3,9,5
450136,sapling,608,2321,1713,281.7434210526316,12,27,17
450471,sapling,83,417,334,402.4096385542169,2,4,4
450542,sapling,970,5086,4116,424.3298969072165,25,61,48
451989,sapling,682,2058,1376,201.75953079178885,14,18,18
452222,sapling,83,305,222,267.4698795180723,2,2,3
452436,sapling,246,761,515,209.34959349593493,5,5,8
452894,sapling,83,229,146,175.9036144578313,1,1,2
453833,sapling,409,1891,1482,362.3471882640587,13,18,21
454540,sapling,83,6426,6343,7642.168674698796,3,4,185
455114,sapling,83,229,146,175.9036144578313,1,1,2
455343,sapling,246,4211,3965,1611.7886178861788,15,79,22
456793,sapling,246,432,186,75.60975609756098,2,2,2
457683,sapling,83,7068,6985,8415.66265060241,6,165,8
458295,sapling,83,667,584,703.6144578313252,4,6,9
458722,sapling,83,5907,5824,7016.8674698795185,4,137,8
459685,sapling,483,1689,1206,249.68944099378882,13,14,18
459713,sapling,83,18141,18058,21756.626506024095,15,218,274
462536,sapling,83,1248,1165,1403.6144578313254,3,23,6
462744,sapling,157,6922,6765,4308.91719745223,10,12,188
463117,sapling,83,229,146,175.9036144578313,1,1,2
465039,sapling,608,1421,813,133.7171052631579,6,15,5
465121,sapling,83,264,181,218.0722891566265,2,1,3
466838,sapling,157,1669,1512,963.0573248407643,6,30,8
466908,sapling,83,229,146,175.9036144578313,1,1,2
467128,sapling,246,2034,1788,726.829268292683,12,19,29
470464,sapling,83,2739,2656,3200.0,4,59,7
470949,sapling,83,8697,8614,10378.313253012047,11,15,240
471792,sapling,84,230,146,173.80952380952382,1,1,2
472885,sapling,247,1030,783,317.00404858299595,5,11,9
474253,sapling,84,230,146,173.80952380952382,1,1,2
476542,sapling,558,9733,9175,1644.2652329749105,8,7,266
476797,sapling,84,340,256,304.76190476190476,2,2,4
476997,sapling,84,7990,7906,9411.904761904761,9,41,187
477189,sapling,84,230,146,173.80952380952382,1,1,2
477504,sapling,84,767,683,813.0952380952382,3,11,6
479318,sapling,84,578,494,588.0952380952382,2,8,4
479334,sapling,84,310,226,269.0476190476191,2,3,2
479595,sapling,446,9493,9047,2028.47533632287,8,216,9
480339,sapling,357,5076,4719,1321.8487394957983,19,74,49
481185,sapling,158,5524,5366,3396.2025316455693,8,7,152
481853,sapling,84,1503,1419,1689.2857142857142,9,9,30
485137,sapling,84,708,624,742.8571428571429,4,7,9
486218,sapling,84,230,146,173.80952380952382,1,1,2
486797,sapling,321,651,330,102.803738317757,4,3,5
488592,sapling,321,14551,14230,4433.021806853583,12,110,293
489675,sapling,84,340,256,304.76190476190476,2,2,4
489982,sapling,84,230,146,173.80952380952382,1,1,2
493626,sapling,84,573,489,582.1428571428571,3,7,5
494251,sapling,84,503,419,498.8095238095238,2,2,9
494803,sapling,84,744,660,785.7142857142857,5,7,10
495178,sapling,84,379,295,351.1904761904762,2,3,4
496245,sapling,84,340,256,304.76190476190476,2,2,4
499492,sapling,84,1889,1805,2148.809523809524,8,33,13
500720,sapling,84,339,255,303.57142857142856,2,2,4
501476,sapling,757,110159,109402,14452.047556142668,19,42,3259
502218,sapling,84,8131,8047,9579.761904761905,2,2,239
507531,sapling,84,230,146,173.80952380952382,1,1,2
508212,sapling,410,9015,8605,2098.7804878048782,27,169,49
508968,sapling,357,4172,3815,1068.627450980392,10,79,16
509019,sapling,84,230,146,173.80952380952382,1,1,2
509343,sapling,84,425,341,405.9523809523809,2,5,3
510641,sapling,84,775,691,822.6190476190476,6,6,12
510768,sapling,84,230,146,173.80952380952382,1,1,2
511041,sapling,84,1595,1511,1798.8095238095236,11,18,22
511499,sapling,84,591,507,603.5714285714286,3,4,9
512394,sapling,84,2678,2594,3088.095238095238,6,54,11
513361,sapling,84,484,400,476.1904761904762,3,4,6
514343,sapling,84,230,146,173.80952380952382,1,1,2
515000,sapling,84,230,146,173.80952380952382,1,1,2
516292,sapling,446,1582,1136,254.7085201793722,11,13,17
516465,sapling,84,230,146,173.80952380952382,1,1,2
518144,sapling,84,338,254,302.38095238095235,2,2,4
518582,sapling,84,230,146,173.80952380952382,1,1,2
519584,sapling,84,397,313,372.61904761904765,2,1,7
520573,sapling,570,15625,15055,2641.228070175439,30,195,213
524105,sapling,84,484,400,476.1904761904762,3,4,6
524107,sapling,84,446,362,430.9523809523809,3,3,6
525294,sapling,84,7429,7345,8744.047619047618,8,10,208
527045,sapling,84,1370,1286,1530.952380952381,11,15,19
527566,sapling,84,230,146,173.80952380952382,1,1,2
527872,sapling,84,12843,12759,15189.285714285714,23,275,45
528239,sapling,247,1154,907,367.20647773279353,5,15,8
530175,sapling,247,578,331,134.0080971659919,4,3,5
531241,sapling,247,1963,1716,694.7368421052632,11,19,27
531318,sapling,84,1301,1217,1448.8095238095236,10,14,18
531572,sapling,321,1198,877,273.20872274143306,8,9,14
533076,sapling,84,15869,15785,18791.666666666664,14,43,421
533482,sapling,84,2644,2560,3047.6190476190473,15,40,27
533528,sapling,84,1680,1596,1900.0,5,27,14
534387,sapling,84,15423,15339,18260.714285714286,10,79,365
535867,sapling,283,2398,2115,747.3498233215547,13,33,22
536358,sapling,283,12597,12314,4351.236749116608,41,46,312
537801,sapling,84,1036,952,1133.3333333333335,5,5,21
537841,sapling,84,2326,2242,2669.047619047619,12,27,33
540423,sapling,247,2841,2594,1050.2024291497976,11,46,21
540900,sapling,84,230,146,173.80952380952382,1,1,2
540911,sapling,321,13330,13009,4052.6479750778817,12,13,374
541800,sapling,84,564,480,571.4285714285714,3,6,6
542625,sapling,321,14643,14322,4461.682242990654,18,208,174
543201,sapling,84,230,146,173.80952380952382,1,1,2
544432,sapling,84,813,729,867.8571428571429,5,8,11
545975,sapling,84,230,146,173.80952380952382,1,1,2
546414,sapling,84,230,146,173.80952380952382,1,1,2
547131,sapling,84,261,177,210.71428571428572,1,1,3
548738,sapling,84,705,621,739.2857142857143,6,6,10
549154,sapling,247,2413,2166,876.923076923077,9,38,17
549805,sapling,84,230,146,173.80952380952382,1,1,2
552302,sapling,158,1611,1453,919.620253164557,6,26,11
552422,sapling,84,230,146,173.80952380952382,1,1,2
553338,sapling,84,554,470,559.5238095238095,4,4,8
553478,sapling,247,849,602,243.72469635627533,4,9,6
553961,sapling,247,6714,6467,2618.2186234817814,6,8,184
554264,sapling,247,7712,7465,3022.2672064777325,17,163,24
554456,sapling,247,913,666,269.6356275303644,6,8,9
555757,sapling,84,2907,2823,3360.7142857142853,8,57,15
556544,sapling,84,1103,1019,1213.095238095238,6,15,11
557121,sapling,446,3415,2969,665.695067264574,15,51,26
557215,sapling,482,12590,12108,2512.033195020747,18,74,274
559572,sapling,619,3032,2413,389.82229402261714,11,28,37
559731,sapling,84,230,146,173.80952380952382,1,1,2
561263,sapling,84,1479,1395,1660.7142857142858,6,27,8
561573,sapling,84,11419,11335,13494.04761904762,14,154,152
562023,sapling,906,3703,2797,308.71964679911696,13,50,22
562942,sapling,1452,10181,8729,601.1707988980717,16,30,225
563924,sapling,84,230,146,173.80952380952382,1,1,2
566226,sapling,84,774,690,821.4285714285713,3,12,5
566717,sapling,84,6857,6773,8063.095238095238,6,6,195
567917,sapling,84,1332,1248,1485.7142857142858,7,9,25
568387,sapling,84,4976,4892,5823.809523809524,10,103,21
568472,sapling,84,230,146,173.80952380952382,1,1,2
570529,sapling,84,605,521,620.2380952380953,3,7,6
570727,sapling,84,905,821,977.3809523809524,2,17,3
571043,sapling,84,230,146,173.80952380952382,1,1,2
571300,sapling,84,1215,1131,1346.4285714285713,7,14,16
572638,sapling,247,7053,6806,2755.4655870445345,8,22,177
574410,sapling,84,230,146,173.80952380952382,1,1,2
574507,sapling,84,230,146,173.80952380952382,1,1,2
574782,sapling,719,7477,6758,939.9165507649514,14,148,22
579247,sapling,283,2433,2150,759.7173144876325,11,37,19
579383,sapling,84,11929,11845,14101.190476190475,4,6,348
579660,sapling,84,1173,1089,1296.4285714285713,5,14,15
581295,sapling,319,729,410,128.52664576802508,3,5,5
585640,sapling,84,30095,30011,35727.380952380954,8,718,21
586408,sapling,158,958,800,506.32911392405066,6,10,11
587276,sapling,84,520,436,519.047619047619,3,5,6
587574,sapling,608,2628,2020,332.2368421052631,8,9,48
588578,sapling,84,499,415,494.0476190476191,2,6,4
590543,sapling,84,230,146,173.80952380952382,1,1,2
591448,sapling,319,3588,3269,1024.7648902821315,18,54,32
592052,sapling,84,13700,13616,16209.523809523811,34,100,291
592056,sapling,84,230,146,173.80952380952382,1,1,2
592840,sapling,84,230,146,173.80952380952382,1,1,2
593240,sapling,443,1846,1403,316.70428893905193,5,28,7
596573,sapling,84,230,146,173.80952380952382,1,1,2
597699,sapling,84,230,146,173.80952380952382,1,1,2
597776,sapling,84,447,363,432.1428571428571,3,3,6
598087,sapling,84,230,146,173.80952380952382,1,1,2
598254,sapling,84,357394,357310,425369.04761904763,3,8744,22
599419,sapling,247,910,663,268.42105263157896,6,8,9
600822,sapling,391,572,181,46.29156010230179,2,1,3
602477,sapling,84,4498,4414,5254.7619047619055,3,3,128
602657,sapling,283,3047,2764,976.678445229682,19,36,38
603511,sapling,247,1737,1490,603.2388663967612,4,31,6
604956,sapling,84,230,146,173.80952380952382,1,1,2
605305,sapling,84,230,146,173.80952380952382,1,1,2
605403,sapling,84,889,805,958.3333333333334,6,9,12
606533,sapling,84,815,731,870.2380952380953,6,9,10
607227,sapling,606,1438,832,137.2937293729373,5,13,8
608765,sapling,84,2656,2572,3061.904761904762,7,53,12
609265,sapling,84,937,853,1015.4761904761905,5,10,12
609512,sapling,84,230,146,173.80952380952382,1,1,2
610579,sapling,84,465,381,453.57142857142856,2,6,3
610611,sapling,84,1206,1122,1335.7142857142858,4,21,7
611023,sapling,84,4288,4204,5004.7619047619055,12,84,22
611866,sapling,84,230,146,173.80952380952382,1,1,2
613605,sapling,84,3467,3383,4027.3809523809527,17,27,66
616368,sapling,84,230,146,173.80952380952382,1,1,2
616904,sapling,84,339,255,303.57142857142856,2,2,4
617374,sapling,84,230,146,173.80952380952382,1,1,2
617453,sapling,84,919,835,994.047619047619,4,14,7
618017,sapling,84,556,472,561.9047619047618,4,4,8
618264,sapling,84,339,255,303.57142857142856,2,2,4
618743,sapling,4070,9722,5652,138.86977886977888,50,97,49
620066,sapling,321,3543,3222,1003.7383177570094,7,36,51
622047,sapling,84,8841,8757,10425.0,4,4,258
622307,sapling,84,230,146,173.80952380952382,1,1,2
622759,sapling,158,27941,27783,17584.177215189873,17,651,41
622964,sapling,84,775,691,822.6190476190476,3,12,5
623161,sapling,84,230,146,173.80952380952382,1,1,2
624370,sapling,247,1388,1141,461.9433198380567,5,23,5
624500,sapling,84,1206,1122,1335.7142857142858,7,16,13
626133,sapling,84,902,818,973.8095238095237,3,16,4
626370,sapling,84,3777,3693,4396.428571428572,7,79,14
626459,sapling,283,31861,31578,11158.303886925794,24,742,39
626711,sapling,84,1509,1425,1696.4285714285716,12,14,24
626839,sapling,84,230,146,173.80952380952382,1,1,2
627460,sapling,84,574,490,583.3333333333333,3,7,5
627641,sapling,84,1345,1261,1501.1904761904764,12,15,18
628482,sapling,319,5236,4917,1541.3793103448277,12,86,40
628582,sapling,481,914,433,90.02079002079002,6,3,8
628814,sapling,84,881,797,948.8095238095237,5,13,7
634197,sapling,84,337,253,301.1904761904762,2,2,4
635309,sapling,357,980,623,174.50980392156862,6,7,9
635834,sapling,84,600,516,614.2857142857143,4,6,7
636134,sapling,84,230,146,173.80952380952382,1,1,2
637175,sapling,84,633,549,653.5714285714286,4,6,8
637486,sapling,736,3122,2386,324.1847826086956,18,35,28
637694,sapling,84,377,293,348.8095238095238,2,3,4
637879,sapling,283,539,256,90.45936395759718,3,2,4
639596,sapling,84,1033,949,1129.7619047619048,8,11,14
640312,sapling,84,368,284,338.0952380952381,2,2,5
640662,sapling,247,1539,1292,523.0769230769231,6,16,18
642331,sapling,247,7637,7390,2991.902834008097,4,4,217
642363,sapling,84,230,146,173.80952380952382,1,1,2
642750,sapling,84,230,146,173.80952380952382,1,1,2
643364,sapling,84,619,535,636.9047619047618,2,9,4
644103,sapling,84,230,146,173.80952380952382,1,1,2
644576,sapling,84,230,146,173.80952380952382,1,1,2
645870,sapling,84,230,146,173.80952380952382,1,1,2
646260,sapling,84,230,146,173.80952380952382,1,1,2
646338,sapling,484,4258,3774,779.7520661157025,15,40,63
647334,sapling,84,700,616,733.3333333333333,2,11,4
648658,sapling,247,5921,5674,2297.165991902834,5,135,6
649239,sapling,407,1544,1137,279.3611793611793,10,13,17
650258,sapling,84,337,253,301.1904761904762,2,2,4
650471,sapling,484,6781,6297,1301.0330578512396,12,21,162
651070,sapling,84,779,695,827.3809523809524,5,7,11
651275,sapling,84,377,293,348.8095238095238,2,3,4
653254,sapling,84,230,146,173.80952380952382,1,1,2
654413,blossom,84,3867,3783,4503.571428571428,3,4,108
654774,blossom,158,446,288,182.27848101265823,3,2,5
656750,blossom,84,420,336,400.0,3,4,4
658705,blossom,84,2596,2512,2990.4761904761904,2,2,72
660663,blossom,84,6732,6648,7914.285714285714,4,84,96
662192,blossom,520,1717,1197,230.19230769230768,11,17,14
662515,blossom,84,230,146,173.80952380952382,1,1,2
663777,blossom,84,306,222,264.2857142857143,2,2,3
666178,blossom,84,532,448,533.3333333333333,3,6,5
668235,blossom,84,538,454,540.4761904761905,2,7,4
668447,blossom,84,447,363,432.1428571428571,3,3,6
670296,blossom,84,230,146,173.80952380952382,1,1,2
673497,blossom,355,536,181,50.985915492957744,2,1,3
675570,blossom,247,433,186,75.30364372469636,2,2,2
676868,blossom,84,230,146,173.80952380952382,1,1,2
677863,blossom,247,433,186,75.30364372469636,2,2,2
679786,blossom,247,593,346,140.08097165991902,2,6,2
681332,blossom,84,230,146,173.80952380952382,1,1,2
681780,blossom,84,1210,1126,1340.4761904761906,3,22,6
682896,blossom,84,1158,1074,1278.5714285714287,7,14,14
686445,blossom,84,336,252,300.0,2,2,4
686621,blossom,84,482,398,473.8095238095238,3,3,7
686979,blossom,84,230,146,173.80952380952382,1,1,2
687055,blossom,84,42337,42253,50301.19047619047,17,46,1196
688599,blossom,371,664,293,78.97574123989219,3,3,4
688848,blossom,84,230,146,173.80952380952382,1,1,2
689076,blossom,158,1326,1168,739.2405063291139,8,18,12
689565,blossom,84,230,146,173.80952380952382,1,1,2
690567,blossom,84,230,146,173.80952380952382,1,1,2
691322,blossom,84,340,256,304.76190476190476,2,2,4
691935,blossom,84,304,220,261.9047619047619,2,2,3
692180,blossom,84,2929,2845,3386.904761904762,7,9,73
693727,blossom,84,419,335,398.8095238095238,2,4,4
694677,blossom,84,338,254,302.38095238095235,2,2,4
695331,blossom,158,555,397,251.26582278481013,4,3,7
695786,blossom,84,230,146,173.80952380952382,1,1,2
696814,blossom,158,4012,3854,2439.240506329114,6,84,12
696844,blossom,84,230,146,173.80952380952382,1,1,2
699857,blossom,84,230,146,173.80952380952382,1,1,2
700080,blossom,84,230,146,173.80952380952382,1,1,2
700478,blossom,84,1542,1458,1735.7142857142858,5,27,10
702528,blossom,247,433,186,75.30364372469636,2,2,2
702617,blossom,84,230,146,173.80952380952382,1,1,2
704449,blossom,247,3502,3255,1317.8137651821862,3,77,4
704524,blossom,158,1143,985,623.4177215189874,6,15,10
704759,blossom,158,1469,1311,829.7468354430381,10,19,15
708320,blossom,84,340,256,304.76190476190476,2,2,4
708837,blossom,84,230,146,173.80952380952382,1,1,2
709737,blossom,84,230,146,173.80952380952382,1,1,2
710903,blossom,84,452,368,438.09523809523813,3,4,5
712364,blossom,247,8180,7933,3211.740890688259,13,55,170
714807,blossom,846,3033,2187,258.51063829787233,10,13,48
715079,blossom,84,230,146,173.80952380952382,1,1,2
715293,blossom,158,339,181,114.55696202531647,2,1,3
715498,blossom,84,230,146,173.80952380952382,1,1,2
715834,blossom,84,230,146,173.80952380952382,1,1,2
717770,blossom,84,230,146,173.80952380952382,1,1,2
717787,blossom,84,230,146,173.80952380952382,1,1,2
718066,blossom,158,7958,7800,4936.708860759493,6,183,11
718860,blossom,84,334,250,297.61904761904765,2,2,4
719764,blossom,158,863,705,446.2025316455696,5,9,9
720477,blossom,84,336,252,300.0,2,2,4
723981,blossom,84,230,146,173.80952380952382,1,1,2
725136,blossom,84,614,530,630.952380952381,2,9,4
725753,blossom,283,715,432,152.65017667844523,4,4,7
727670,blossom,84,230,146,173.80952380952382,1,1,2
728825,blossom,84,1120,1036,1233.3333333333335,3,21,4
729154,blossom,158,339,181,114.55696202531647,2,1,3
733043,blossom,84,230,146,173.80952380952382,1,1,2
733710,blossom,407,553,146,35.872235872235876,2,1,2
734299,blossom,84,4473,4389,5225.0,4,5,124
734700,blossom,84,230,146,173.80952380952382,1,1,2
735838,blossom,84,230,146,173.80952380952382,1,1,2
739304,blossom,321,6500,6179,1924.922118380062,6,67,104
740615,blossom,158,20260,20102,12722.784810126583,9,39,559
741422,blossom,84,3728,3644,4338.095238095238,2,2,106
742214,blossom,84,844,760,904.7619047619047,7,7,13
747885,blossom,84,337,253,301.1904761904762,2,2,4
748612,blossom,84,230,146,173.80952380952382,1,1,2
749419,blossom,84,5414,5330,6345.2380952380945,14,114,19
749473,blossom,84,1758,1674,1992.8571428571427,11,23,21
749819,blossom,807,1276,469,58.116480793060724,5,4,8
751204,blossom,84,230,146,173.80952380952382,1,1,2
751340,blossom,84,230,146,173.80952380952382,1,1,2
751631,blossom,84,876,792,942.8571428571429,5,7,14
752120,blossom,407,662,255,62.65356265356266,3,2,4
753075,blossom,84,338,254,302.38095238095235,2,2,4
754108,blossom,84,230,146,173.80952380952382,1,1,2
755156,blossom,84,549,465,553.5714285714286,4,4,8
755857,blossom,84,230,146,173.80952380952382,1,1,2
757237,blossom,84,374,290,345.23809523809524,2,2,5
757422,blossom,158,839,681,431.0126582278481,4,10,7
759214,blossom,84,230,146,173.80952380952382,1,1,2
759681,blossom,319,644,325,101.88087774294672,3,2,6
760751,blossom,84,339,255,303.57142857142856,2,2,4
761806,blossom,395,908,513,129.873417721519,6,5,8
765576,blossom,84,448,364,433.3333333333333,3,3,6
765579,blossom,84,338,254,302.38095238095235,2,2,4
766846,blossom,84,230,146,173.80952380952382,1,1,2
768715,blossom,84,669,585,696.4285714285714,5,6,9
769271,blossom,158,446,288,182.27848101265823,3,2,5
769597,blossom,484,8174,7690,1588.8429752066118,11,181,12
769989,blossom,84,861,777,925.0,4,4,17
772056,blossom,84,3444,3360,4000.0,8,17,79
773193,blossom,810,4340,3530,435.8024691358024,12,8,95
773276,blossom,84,230,146,173.80952380952382,1,1,2
773546,blossom,84,525,441,525.0,3,5,6
775151,blossom,357,1771,1414,396.07843137254906,11,18,19
775585,blossom,84,412,328,390.4761904761905,3,3,5
775634,blossom,84,305,221,263.0952380952381,2,2,3
776551,blossom,84,230,146,173.80952380952382,1,1,2
778131,blossom,84,230,146,173.80952380952382,1,1,2
778655,blossom,84,445,361,429.76190476190476,3,3,6
780195,blossom,1127,1525,398,35.31499556344277,7,3,7
780238,blossom,84,340,256,304.76190476190476,2,2,4
782995,blossom,84,704,620,738.0952380952382,5,6,10
783503,blossom,84,626,542,645.2380952380953,5,5,9
783516,blossom,84,230,146,173.80952380952382,1,1,2
784464,blossom,84,627,543,646.4285714285714,5,5,9
785344,blossom,84,230,146,173.80952380952382,1,1,2
785959,blossom,84,230,146,173.80952380952382,1,1,2
787273,blossom,84,2585,2501,2977.3809523809527,7,52,10
788920,blossom,84,494,410,488.09523809523813,3,5,5
789389,blossom,407,6258,5851,1437.5921375921375,10,10,163
790155,blossom,247,1114,867,351.01214574898785,6,13,9
791870,blossom,407,553,146,35.872235872235876,2,1,2
792314,blossom,84,230,146,173.80952380952382,1,1,2
793008,blossom,321,4424,4103,1278.1931464174456,15,86,17
795674,blossom,84,345,261,310.7142857142857,2,3,3
795802,blossom,407,955,548,134.64373464373466,5,5,9
796780,blossom,321,2077,1756,547.0404984423676,9,31,14
796929,blossom,84,770,686,816.6666666666666,3,12,5
797444,blossom,84,6384,6300,7500.0,7,145,13
797768,blossom,84,444,360,428.57142857142856,3,3,6
797973,blossom,84,576,492,585.7142857142857,2,2,11
799362,blossom,247,433,186,75.30364372469636,2,2,2
800202,blossom,84,3679,3595,4279.7619047619055,4,4,102
800818,blossom,84,230,146,173.80952380952382,1,1,2
800918,blossom,84,230,146,173.80952380952382,1,1,2
803433,blossom,84,230,146,173.80952380952382,1,1,2
803603,blossom,84,1873,1789,2129.7619047619046,9,31,15
